Asset_Name,Reason_Comments,Total_Count_Reason_Comment,Reason_ActionTaken,Total_Count_ActionTaken,Location
dje28,customer stoppage,1,feeder charged,1,bhatkheda
dje28,detected grid state converter faulted ok.,16,auto reset,1,bhatkheda
dje28,detected grid state converter faulted ok.,16,checked ht yard control panel charge vcb restored wtg,1,bhatkheda
dje28,detected grid state converter faulted ok.,16,found vcb tripped common fault checked related circuit found ok,1,bhatkheda
dje28,detected grid state converter faulted ok.,16,found vcb tripped current checked related circuit found ok,1,bhatkheda
dje28,detected grid state converter faulted ok.,16,replaced 03 nos. uss acb ct usable one restored wtg,2,bhatkheda
dje28,detected grid state converter faulted ok.,16,wtg auto reset grid normalization,3,bhatkheda
dje28,detected grid state converter faulted ok.,16,wtg auto reseted grid normalization,1,bhatkheda
dje28,detected grid state converter faulted ok.,16,wtg auto rested grid normalization,2,bhatkheda
dje28,detected grid state converter faulted ok.,16,wtg auto rested grid normalization (due heavy jerk feeder),1,bhatkheda
dje28,detected grid state converter faulted ok.,16,wtg reset restored. (jerk feeder),3,bhatkheda
dje28,drive train swinging.,1,wtg reset restored.,1,bhatkheda
dje28,emergency button hub pressed,2,attend,1,bhatkheda
dje28,emergency button hub pressed,2,repaired ovp panel beam also checked power cable,1,bhatkheda
dje28,emergency button operating box 5 pressed,1,checked tighting restored wtg,1,bhatkheda
dje28,external shutdown,3,220 kv bus add new 160 mva transformer eb,1,bhatkheda
dje28,external shutdown,3,mpptcl team take 220kv line shutdown main bus work daloda substation,1,bhatkheda
dje28,external shutdown,3,shutdown taken mpptcl 220kv substation,1,bhatkheda
dje28,fdr 6 tripped,1,fdr restore,1,bhatkheda
dje28,feeder shutdownfor lws maintenance,1,feeder manitenance completed,1,bhatkheda
dje28,feeder tripped e/f,17,feeder charged,15,bhatkheda
dje28,feeder tripped e/f,17,feeder charged found vcb tripped common fault checked related circuit found ok,1,bhatkheda
dje28,feeder tripped e/f,17,feeder restored,1,bhatkheda
dje28,feeder tripped o/c,11,due heavy thunder storm & lighting,1,bhatkheda
dje28,feeder tripped o/c,11,feeder charged,4,bhatkheda
dje28,feeder tripped o/c,11,feeder restored,4,bhatkheda
dje28,feeder tripped o/c,11,feeder tripped current patrolling done & abnormal sound observed uss yard dje43 wtg isolation done,1,bhatkheda
dje28,feeder tripped o/c,11,found vcb tripped overcurrent checked transformer ct,1,bhatkheda
dje28,generator bearing temperature de error limit.,10,attend,1,bhatkheda
dje28,generator bearing temperature de error limit.,10,bearing temperature cool,1,bhatkheda
dje28,generator bearing temperature de error limit.,10,generator de & nde side bearing manually greasing done,1,bhatkheda
dje28,generator bearing temperature de error limit.,10,manually generator lubber plc & bearing temperature cool restored wtg,5,bhatkheda
dje28,generator bearing temperature de error limit.,10,reset restored wtg,1,bhatkheda
dje28,generator bearing temperature de error limit.,10,wtg stopped manually generator de & nde bearing greasing work done restored wtg,1,bhatkheda
dje28,generator cooling slipring fan overload switch 1 open/tripped.,2,auto reset,2,bhatkheda
dje28,generator grounding brush worn error.,5,attend,1,bhatkheda
dje28,generator grounding brush worn error.,5,attended restored,1,bhatkheda
dje28,generator grounding brush worn error.,5,replaced 02 nos. generator earthing brush (usable),1,bhatkheda
dje28,generator grounding brush worn error.,5,replaced 02 nos. generator earthing carbon brush new one,1,bhatkheda
dje28,generator grounding brush worn error.,5,replaced 02 nos. generator earthing carbon brushes usable software updation power booster,1,bhatkheda
dje28,generator inspection,4,attend,1,bhatkheda
dje28,generator inspection,4,wtg stopped gear box radiator cleaning work done restored wtg,1,bhatkheda
dje28,generator inspection,4,wtg stopped generator de & nde side bearing manually greasing work,1,bhatkheda
dje28,generator inspection,4,wtg stopped manually generator de & nde bearing greasing work done restored wtg,1,bhatkheda
dje28,generator side hardware detected over-current fault phase a.,12,attended,2,bhatkheda
dje28,generator side hardware detected over-current fault phase a.,12,attended restored,1,bhatkheda
dje28,generator side hardware detected over-current fault phase a.,12,generator side hardware detected over-current fault phase a.,1,bhatkheda
dje28,generator side hardware detected over-current fault phase a.,12,replaced 04 no. usable generator power carbon brush & cleaned generator slip ring,3,bhatkheda
dje28,generator side hardware detected over-current fault phase a.,12,replaced 04 no. usable generator power carbon brush & cleaned generator slipring,3,bhatkheda
dje28,generator side hardware detected over-current fault phase a.,12,replaced new 12 nos. generator power carbon brush,1,bhatkheda
dje28,generator side hardware detected over-current fault phase a.,12,wtg restoration work progress,1,bhatkheda
dje28,generator side hardware detected over-current fault phase b.,1,replaced 12 nos. generator power brushes & 04 nos. brush spring holder new one restored wtg,1,bhatkheda
dje28,grid loss,2,auto reset grid voltage ok.,1,bhatkheda
dje28,grid loss,2,wtg auto reset grid normalization,1,bhatkheda
dje28,grid voltage ok.,11,attend,1,bhatkheda
dje28,grid voltage ok.,11,check dry transformer,1,bhatkheda
dje28,grid voltage ok.,11,found vcb tripped common fault checked related circuit found ok,4,bhatkheda
dje28,grid voltage ok.,11,found vcb tripped common fault checked related circuit found ok charge vcb,1,bhatkheda
dje28,grid voltage ok.,11,found vcb tripped common fault checked related circuit found ok vcb charged & restored wtg,1,bhatkheda
dje28,grid voltage ok.,11,found vcb tripped earth fault & current checked related circuit found ok vcb charged & restored wtg,1,bhatkheda
dje28,grid voltage ok.,11,replaced 63amp mccb,1,bhatkheda
dje28,grid voltage ok.,11,wtg rested grid normalization,1,bhatkheda
dje28,gsc igbt temperature warning limit.,3,attend,1,bhatkheda
dje28,gsc igbt temperature warning limit.,3,drain coolant converter cooling unit,1,bhatkheda
dje28,gsc igbt temperature warning limit.,3,replaced pm3000 convertor,1,bhatkheda
dje28,gsc zero-sequence current peak high,2,attended,1,bhatkheda
dje28,gsc zero-sequence current peak high,2,wtg stopped attending error (7788 -gsc zero-sequence current peak high. indicative ground fault rotor-side power circuit.) checked power cable top bottom found ok,1,bhatkheda
dje28,hydraulic unit oil temperature high.,13,attend,1,bhatkheda
dje28,hydraulic unit oil temperature high.,13,attended,1,bhatkheda
dje28,hydraulic unit oil temperature high.,13,auto reset,3,bhatkheda
dje28,hydraulic unit oil temperature high.,13,found oil leakage yaw break caliper arrested & oil top hydraulic unit,4,bhatkheda
dje28,hydraulic unit oil temperature high.,13,hydraulic unit leakage arrested yaw caliper & 03 ltr. oil top done,1,bhatkheda
dje28,hydraulic unit oil temperature high.,13,reset & restart,1,bhatkheda
dje28,hydraulic unit oil temperature high.,13,wtg reset restored,2,bhatkheda
dje28,internal shutdown,24,220/33kv substation yearly maintenance work,1,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken customer 220kv line maintenance gss substation,1,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken customer 220kv line work substation mainteance work,1,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken customer 220kv line work substation maintenance work,2,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken customer relay testing work,1,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken customer tree cutting work,3,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken customer vcb servicing & relay testing work gss,1,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken lws maintenance customer,1,bhatkheda
dje28,internal shutdown,24,feeder shutdown taken lws maintenance customer.,2,bhatkheda
dje28,internal shutdown,24,internal feeder shutdown taken customer dpdc line maintenance work,1,bhatkheda
dje28,internal shutdown,24,internal shutdown taken customer,1,bhatkheda
dje28,internal shutdown,24,internal shutdown taken customer 33kv bus mainteance work,1,bhatkheda
dje28,internal shutdown,24,internal shutdown taken customer jumper repalacement work,1,bhatkheda
dje28,internal shutdown,24,internal shutdown taken customer jumper work,3,bhatkheda
dje28,internal shutdown,24,internal shutdown taken customer line maintenance work completed & feeder charged,1,bhatkheda
dje28,internal shutdown,24,internal shutdown taken customer tree cutting work,1,bhatkheda
dje28,internal shutdown,24,shutdown taken customer bird guard fixing work,1,bhatkheda
dje28,internal shutdown,24,wtg stopped customer 220kv line maintenance gss substation,1,bhatkheda
dje28,line side breaker feedback active commanded close.,1,auto reset,1,bhatkheda
dje28,manual stop,7,220kv s/s shutdown taken lws maintenance work,1,bhatkheda
dje28,manual stop,7,fdr 3 lws maintenance work,1,bhatkheda
dje28,manual stop,7,stopped nacelle orientation setting correction,1,bhatkheda
dje28,manual stop,7,wtg stopped acb & vcb relay testing & servicing work,1,bhatkheda
dje28,manual stop,7,wtg stopped customer jumper cover conductor work,1,bhatkheda
dje28,manual stop,7,wtg stopped parameters checking work,1,bhatkheda
dje28,manual stop,7,wtg stopped sineax software uploading work,1,bhatkheda
dje28,modification,4,generator (duct) cover fitting work done,1,bhatkheda
dje28,modification,4,new plc 2.4.0 software version updated work done,1,bhatkheda
dje28,modification,4,wtg stopped gps time synchronization work,1,bhatkheda
dje28,modification,4,wtg stopped ngcc software updated work done,1,bhatkheda
dje28,nacelle rotation overspeed.,1,wtg reset & restored wtg,1,bhatkheda
dje28,non plausible pitch state difference.,21,auto reset,17,bhatkheda
dje28,non plausible pitch state difference.,21,reset & restart reset & restart,1,bhatkheda
dje28,non plausible pitch state difference.,21,wtg reset & restored wtg,1,bhatkheda
dje28,non plausible pitch state difference.,21,wtg reset restored,2,bhatkheda
dje28,noon plausable pitch state difference,1,auto reset,1,bhatkheda
dje28,pitch started capacitor state hysteresis charge,3,wtg auto rested grid normalization,1,bhatkheda
dje28,pitch started capacitor state hysteresis charge,3,wtg reset restored,1,bhatkheda
dje28,pitch started capacitor state hysteresis charge,3,wtg reset restored.,1,bhatkheda
dje28,pitch started wrong capacitor state.,8,reboot & restored wtg,2,bhatkheda
dje28,pitch started wrong capacitor state.,8,reboot restart,1,bhatkheda
dje28,pitch started wrong capacitor state.,8,reset & restored wtg,1,bhatkheda
dje28,pitch started wrong capacitor state.,8,wtg reset & restored wtg,2,bhatkheda
dje28,pitch started wrong capacitor state.,8,wtg reset restored,1,bhatkheda
dje28,pitch started wrong capacitor state.,8,wtg reset restored.,1,bhatkheda
dje28,power deviation sineax pm limit.,1,wtg reset & restored wtg,1,bhatkheda
dje28,preventive maintenance,28,attend,3,bhatkheda
dje28,preventive maintenance,28,wtg stopped half yearly preventive maintenance,1,bhatkheda
dje28,preventive maintenance,28,wtg stopped half yearly preventive maintenance also activity generator alignment work done,3,bhatkheda
dje28,preventive maintenance,28,wtg stopped half yearly preventive maintenance work done,2,bhatkheda
dje28,preventive maintenance,28,wtg stopped half yearly uss maintenance work done,4,bhatkheda
dje28,preventive maintenance,28,wtg stopped uss vcb,1,bhatkheda
dje28,preventive maintenance,28,wtg stopped uss visual preventive maintenance work done,1,bhatkheda
dje28,preventive maintenance,28,wtg stopped uss yearly preventive maintenance vcb,1,bhatkheda
dje28,preventive maintenance,28,wtg stopped vcb,2,bhatkheda
dje28,preventive maintenance,28,wtg stopped visual maintenance work done,2,bhatkheda
dje28,preventive maintenance,28,wtg stopped wtg & uss visual maintenance work done,2,bhatkheda
dje28,preventive maintenance,28,wtg stopped yearly preventive maintenance work done,2,bhatkheda
dje28,preventive maintenance,28,wtg stopped yearly uss maintenance work,3,bhatkheda
dje28,preventive maintenance,28,wtg stopped yearly wtg maintenance work,1,bhatkheda
dje28,slc tiggered pitch safety run.,1,wtg reset restored.,1,bhatkheda
dje28,slc: pitch actuator supervision module error state.,3,reset,1,bhatkheda
dje28,slc: pitch actuator supervision module error state.,3,wtg reset & restored wtg,1,bhatkheda
dje28,slc: pitch actuator supervision module error state.,3,wtg reset restored,1,bhatkheda
dje28,slc: pitch converter triggered safety run.,2,found neutral missing relay 8k4 corrected also checked communication cable blade 2,2,bhatkheda
dje28,slc: pitch working position switch tripped.,3,attend,1,bhatkheda
dje28,slc: pitch working position switch tripped.,3,checked found ovp panel beam structure crack repaired,1,bhatkheda
dje28,slc: pitch working position switch tripped.,3,wtg reset restored,1,bhatkheda
dje28,slc: tower vibration supervision module error state.,1,reset restore wtg,1,bhatkheda
dje28,slc: tower vibration switch tripped.,88,attend,1,bhatkheda
